date,state,market,crop,price_min,price_max,price_modal,arrivals_tonnes
2025-12-15,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2468.99,3017.65,2743.32,77
2025-12-16,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2155.88,2634.96,2395.42,147
2025-12-17,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2571.12,3142.48,2856.8,428
2025-12-18,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2076.06,2537.41,2306.73,243
2025-12-19,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2362.02,2886.91,2624.47,239
2025-12-20,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2439.4,2981.49,2710.45,283
2025-12-21,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2452.28,2997.23,2724.75,145
2025-12-22,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2641.57,3228.59,2935.08,293
2025-12-23,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2435.95,2977.27,2706.61,87
2025-12-24,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2402.97,2936.96,2669.97,215
2025-12-25,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2535.69,3099.17,2817.43,495
2025-12-26,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2310.23,2823.62,2566.92,273
2025-12-27,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2528.24,3090.07,2809.16,343
2025-12-28,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2541.92,3106.79,2824.35,202
2025-12-29,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2327.54,2844.78,2586.16,83
2025-12-30,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2478.69,3029.51,2754.1,349
2025-12-31,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2037.02,2489.7,2263.36,410
2026-01-01,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2588.82,3164.11,2876.46,66
2026-01-02,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2635.39,3221.03,2928.21,442
2026-01-03,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2551.77,3118.83,2835.3,174
2026-01-04,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2460.25,3006.97,2733.61,493
2026-01-05,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2538.01,3102.02,2820.02,150
2026-01-06,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2530.3,3092.59,2811.44,254
2026-01-07,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2625.31,3208.71,2917.01,126
2026-01-08,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2093.26,2558.42,2325.84,486
2026-01-09,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2399.12,2932.25,2665.68,372
2026-01-10,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2619.16,3201.2,2910.18,139
2026-01-11,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2423.55,2962.12,2692.84,158
2026-01-12,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2146.33,2623.29,2384.81,486
2026-01-13,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2686.23,3283.18,2984.71,474
2026-01-14,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2520.44,3080.53,2800.48,145
2026-01-15,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2077.76,2539.49,2308.63,347
2026-01-16,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2510.04,3067.83,2788.93,445
2026-01-17,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2723.99,3329.32,3026.65,330
2026-01-18,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2558.24,3126.74,2842.49,259
2026-01-19,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2462.2,3009.36,2735.78,271
2026-01-20,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2217.53,2710.32,2463.93,94
2026-01-21,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2661.54,3253.0,2957.27,377
2026-01-22,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2204.54,2694.44,2449.49,161
2026-01-23,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2496.6,3051.4,2774.0,105
2026-01-24,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2178.75,2662.91,2420.83,131
2026-01-25,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2624.04,3207.16,2915.6,410
2026-01-26,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2475.17,3025.21,2750.19,245
2026-01-27,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2644.66,3232.36,2938.51,90
2026-01-28,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2368.2,2894.46,2631.33,290
2026-01-29,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2673.18,3267.22,2970.2,110
2026-01-30,Uttar Pradesh,Uttar Pradesh Mandi,Rice,2540.75,3105.36,2823.06,313
2025-11-02,Tamil Nadu,Tamil Nadu Mandi,Rice,2501.81,3057.77,2779.79,232
2025-11-03,Tamil Nadu,Tamil Nadu Mandi,Rice,1915.31,2340.94,2128.13,202
2025-11-04,Tamil Nadu,Tamil Nadu Mandi,Rice,2328.28,2845.68,2586.98,376
2025-11-05,Tamil Nadu,Tamil Nadu Mandi,Rice,2286.15,2794.19,2540.17,88
2025-11-06,Tamil Nadu,Tamil Nadu Mandi,Rice,2391.16,2922.53,2656.85,55
2025-11-07,Tamil Nadu,Tamil Nadu Mandi,Rice,2162.89,2643.53,2403.21,81
2025-11-08,Tamil Nadu,Tamil Nadu Mandi,Rice,1999.22,2443.49,2221.35,491
2025-11-09,Tamil Nadu,Tamil Nadu Mandi,Rice,2323.68,2840.06,2581.87,344
2025-11-10,Tamil Nadu,Tamil Nadu Mandi,Rice,2357.51,2881.4,2619.46,159
2025-11-11,Tamil Nadu,Tamil Nadu Mandi,Rice,2338.01,2857.57,2597.79,245
2025-11-12,Tamil Nadu,Tamil Nadu Mandi,Rice,2194.78,2682.5,2438.64,263
2025-11-13,Tamil Nadu,Tamil Nadu Mandi,Rice,2131.64,2605.33,2368.48,293
2025-11-14,Tamil Nadu,Tamil Nadu Mandi,Rice,2550.35,3117.09,2833.72,296
2025-11-15,Tamil Nadu,Tamil Nadu Mandi,Rice,2422.96,2961.4,2692.18,382
2025-11-16,Tamil Nadu,Tamil Nadu Mandi,Rice,1983.46,2424.23,2203.85,453
2025-11-17,Tamil Nadu,Tamil Nadu Mandi,Rice,2253.19,2753.9,2503.55,90
2025-11-18,Tamil Nadu,Tamil Nadu Mandi,Rice,1975.02,2413.91,2194.46,255
2025-11-19,Tamil Nadu,Tamil Nadu Mandi,Rice,2147.88,2625.18,2386.53,133
2025-11-20,Tamil Nadu,Tamil Nadu Mandi,Rice,2437.02,2978.58,2707.8,445
2025-11-21,Tamil Nadu,Tamil Nadu Mandi,Rice,2378.03,2906.48,2642.26,139
2025-11-22,Tamil Nadu,Tamil Nadu Mandi,Rice,2115.98,2586.19,2351.08,212
2025-11-23,Tamil Nadu,Tamil Nadu Mandi,Rice,2162.91,2643.55,2403.23,417
2025-11-24,Tamil Nadu,Tamil Nadu Mandi,Rice,2333.45,2852.0,2592.73,439
2025-11-25,Tamil Nadu,Tamil Nadu Mandi,Rice,2548.27,3114.55,2831.41,131
2025-11-26,Tamil Nadu,Tamil Nadu Mandi,Rice,2615.71,3196.97,2906.34,244
2025-11-27,Tamil Nadu,Tamil Nadu Mandi,Rice,2067.85,2527.37,2297.61,129
2025-11-28,Tamil Nadu,Tamil Nadu Mandi,Rice,2418.32,2955.73,2687.02,474
2025-11-29,Tamil Nadu,Tamil Nadu Mandi,Rice,2249.51,2749.4,2499.46,354
2025-11-30,Tamil Nadu,Tamil Nadu Mandi,Rice,2048.83,2504.12,2276.48,221
2025-12-01,Tamil Nadu,Tamil Nadu Mandi,Rice,1983.89,2424.76,2204.33,196
2025-12-02,Tamil Nadu,Tamil Nadu Mandi,Rice,2165.64,2646.9,2406.27,77
2025-12-03,Tamil Nadu,Tamil Nadu Mandi,Rice,2185.08,2670.66,2427.87,308
2025-12-04,Tamil Nadu,Tamil Nadu Mandi,Rice,2631.14,3215.84,2923.49,247
2025-12-05,Tamil Nadu,Tamil Nadu Mandi,Rice,1990.89,2433.3,2212.1,282
2025-12-06,Tamil Nadu,Tamil Nadu Mandi,Rice,2340.4,2860.48,2600.44,437
2025-12-07,Tamil Nadu,Tamil Nadu Mandi,Rice,2021.28,2470.45,2245.86,63
2025-12-08,Tamil Nadu,Tamil Nadu Mandi,Rice,2149.87,2627.62,2388.75,403
2025-12-09,Tamil Nadu,Tamil Nadu Mandi,Rice,2230.74,2726.47,2478.6,322
2025-12-10,Tamil Nadu,Tamil Nadu Mandi,Rice,2222.34,2716.2,2469.27,134
2025-12-11,Tamil Nadu,Tamil Nadu Mandi,Rice,2497.95,3053.05,2775.5,344
2025-12-12,Tamil Nadu,Tamil Nadu Mandi,Rice,2299.26,2810.2,2554.73,496
2025-12-13,Tamil Nadu,Tamil Nadu Mandi,Rice,2514.11,3072.8,2793.45,292
2025-12-14,Tamil Nadu,Tamil Nadu Mandi,Rice,2406.44,2941.2,2673.82,109
2025-12-15,Tamil Nadu,Tamil Nadu Mandi,Rice,2154.82,2633.67,2394.25,234
2025-12-16,Tamil Nadu,Tamil Nadu Mandi,Rice,2584.57,3158.91,2871.74,242
2025-12-17,Tamil Nadu,Tamil Nadu Mandi,Rice,2635.43,3221.08,2928.25,369
2025-12-18,Tamil Nadu,Tamil Nadu Mandi,Rice,2218.37,2711.34,2464.86,189
2025-12-19,Tamil Nadu,Tamil Nadu Mandi,Rice,2610.25,3190.3,2900.27,456
2025-12-20,Tamil Nadu,Tamil Nadu Mandi,Rice,2270.05,2774.5,2522.28,413
2025-12-21,Tamil Nadu,Tamil Nadu Mandi,Rice,2308.7,2821.74,2565.22,298
2025-12-22,Tamil Nadu,Tamil Nadu Mandi,Rice,2632.09,3217.0,2924.54,85
2025-12-23,Tamil Nadu,Tamil Nadu Mandi,Rice,2376.43,2904.53,2640.48,184
2025-12-24,Tamil Nadu,Tamil Nadu Mandi,Rice,2398.22,2931.16,2664.69,134
2025-12-25,Tamil Nadu,Tamil Nadu Mandi,Rice,2403.51,2937.62,2670.57,313
2025-12-26,Tamil Nadu,Tamil Nadu Mandi,Rice,2406.27,2941.0,2673.64,130
2025-12-27,Tamil Nadu,Tamil Nadu Mandi,Rice,2062.15,2520.41,2291.28,448
2025-12-28,Tamil Nadu,Tamil Nadu Mandi,Rice,2134.17,2608.44,2371.31,329
2025-12-29,Tamil Nadu,Tamil Nadu Mandi,Rice,2092.05,2556.96,2324.51,403
2025-12-30,Tamil Nadu,Tamil Nadu Mandi,Rice,2540.76,3105.37,2823.07,477
2025-12-31,Tamil Nadu,Tamil Nadu Mandi,Rice,2494.47,3048.8,2771.64,162
2026-01-01,Tamil Nadu,Tamil Nadu Mandi,Rice,2240.9,2738.88,2489.89,482
2026-01-02,Tamil Nadu,Tamil Nadu Mandi,Rice,2431.3,2971.59,2701.45,473
2026-01-03,Tamil Nadu,Tamil Nadu Mandi,Rice,2272.0,2776.88,2524.44,439
2026-01-04,Tamil Nadu,Tamil Nadu Mandi,Rice,2321.29,2837.14,2579.21,350
2026-01-05,Tamil Nadu,Tamil Nadu Mandi,Rice,2533.48,3096.47,2814.98,204
2026-01-06,Tamil Nadu,Tamil Nadu Mandi,Rice,2045.62,2500.21,2272.92,279
2026-01-07,Tamil Nadu,Tamil Nadu Mandi,Rice,2404.08,2938.32,2671.2,175
2026-01-08,Tamil Nadu,Tamil Nadu Mandi,Rice,2298.11,2808.8,2553.46,211
2026-01-09,Tamil Nadu,Tamil Nadu Mandi,Rice,2396.5,2929.06,2662.78,329
2026-01-10,Tamil Nadu,Tamil Nadu Mandi,Rice,2266.92,2770.68,2518.8,351
2026-01-11,Tamil Nadu,Tamil Nadu Mandi,Rice,2677.14,3272.06,2974.6,132
2026-01-12,Tamil Nadu,Tamil Nadu Mandi,Rice,2660.73,3252.0,2956.37,248
2026-01-13,Tamil Nadu,Tamil Nadu Mandi,Rice,2430.6,2970.73,2700.66,426
2026-01-14,Tamil Nadu,Tamil Nadu Mandi,Rice,2324.05,2840.5,2582.27,254
2026-01-15,Tamil Nadu,Tamil Nadu Mandi,Rice,2261.88,2764.52,2513.2,138
2026-01-16,Tamil Nadu,Tamil Nadu Mandi,Rice,2623.56,3206.57,2915.07,184
2026-01-17,Tamil Nadu,Tamil Nadu Mandi,Rice,2062.05,2520.29,2291.17,318
2026-01-18,Tamil Nadu,Tamil Nadu Mandi,Rice,2294.73,2804.67,2549.7,186
2026-01-19,Tamil Nadu,Tamil Nadu Mandi,Rice,2090.42,2554.96,2322.69,263
2026-01-20,Tamil Nadu,Tamil Nadu Mandi,Rice,2556.99,3125.22,2841.11,494
2026-01-21,Tamil Nadu,Tamil Nadu Mandi,Rice,2544.13,3109.49,2826.81,439
2026-01-22,Tamil Nadu,Tamil Nadu Mandi,Rice,2569.0,3139.89,2854.45,90
2026-01-23,Tamil Nadu,Tamil Nadu Mandi,Rice,2454.34,2999.75,2727.04,89
2026-01-24,Tamil Nadu,Tamil Nadu Mandi,Rice,2650.27,3239.22,2944.75,250
2026-01-25,Tamil Nadu,Tamil Nadu Mandi,Rice,2389.96,2921.06,2655.51,63
2026-01-26,Tamil Nadu,Tamil Nadu Mandi,Rice,2408.41,2943.62,2676.02,153
2026-01-27,Tamil Nadu,Tamil Nadu Mandi,Rice,2358.67,2882.81,2620.74,481
2026-01-28,Tamil Nadu,Tamil Nadu Mandi,Rice,2374.42,2902.07,2638.25,367
2026-01-29,Tamil Nadu,Tamil Nadu Mandi,Rice,2594.28,3170.78,2882.53,344
2026-01-30,Tamil Nadu,Tamil Nadu Mandi,Rice,2532.24,3094.96,2813.6,131
2025-11-02,Punjab,Punjab Mandi,Wheat,2062.38,2520.69,2291.54,486
2025-11-03,Punjab,Punjab Mandi,Wheat,1700.22,2078.05,1889.14,464
2025-11-04,Punjab,Punjab Mandi,Wheat,1854.92,2267.13,2061.03,217
2025-11-05,Punjab,Punjab Mandi,Wheat,1811.19,2213.68,2012.43,198
2025-11-06,Punjab,Punjab Mandi,Wheat,1955.95,2390.61,2173.28,196
2025-11-07,Punjab,Punjab Mandi,Wheat,1827.54,2233.66,2030.6,114
2025-11-08,Punjab,Punjab Mandi,Wheat,1561.62,1908.65,1735.13,258
2025-11-09,Punjab,Punjab Mandi,Wheat,1640.38,2004.91,1822.65,318
2025-11-10,Punjab,Punjab Mandi,Wheat,1683.79,2057.97,1870.88,278
2025-11-11,Punjab,Punjab Mandi,Wheat,1868.71,2283.98,2076.35,425
2025-11-12,Punjab,Punjab Mandi,Wheat,1596.09,1950.78,1773.44,265
2025-11-13,Punjab,Punjab Mandi,Wheat,1876.65,2293.68,2085.17,400
2025-11-14,Punjab,Punjab Mandi,Wheat,1985.98,2427.31,2206.64,94
2025-11-15,Punjab,Punjab Mandi,Wheat,1898.11,2319.91,2109.01,339
2025-11-16,Punjab,Punjab Mandi,Wheat,1810.13,2212.38,2011.25,451
2025-11-17,Punjab,Punjab Mandi,Wheat,2000.26,2444.77,2222.52,391
2025-11-18,Punjab,Punjab Mandi,Wheat,1880.11,2297.91,2089.01,88
2025-11-19,Punjab,Punjab Mandi,Wheat,1753.78,2143.51,1948.64,323
2025-11-20,Punjab,Punjab Mandi,Wheat,1915.22,2340.82,2128.02,170
2025-11-21,Punjab,Punjab Mandi,Wheat,2030.37,2481.56,2255.96,248
2025-11-22,Punjab,Punjab Mandi,Wheat,1649.46,2016.01,1832.74,497
2025-11-23,Punjab,Punjab Mandi,Wheat,1632.2,1994.91,1813.56,488
2025-11-24,Punjab,Punjab Mandi,Wheat,1910.63,2335.22,2122.92,428
2025-11-25,Punjab,Punjab Mandi,Wheat,1847.78,2258.4,2053.09,276
2025-11-26,Punjab,Punjab Mandi,Wheat,2075.34,2536.53,2305.93,269
2025-11-27,Punjab,Punjab Mandi,Wheat,1916.86,2342.83,2129.85,397
2025-11-28,Punjab,Punjab Mandi,Wheat,1883.16,2301.64,2092.4,312
2025-11-29,Punjab,Punjab Mandi,Wheat,1976.15,2415.29,2195.72,463
2025-11-30,Punjab,Punjab Mandi,Wheat,1797.77,2197.27,1997.52,192
2025-12-01,Punjab,Punjab Mandi,Wheat,1852.37,2264.0,2058.18,79
2025-12-02,Punjab,Punjab Mandi,Wheat,1925.62,2353.54,2139.58,229
2025-12-03,Punjab,Punjab Mandi,Wheat,1959.84,2395.36,2177.6,140
2025-12-04,Punjab,Punjab Mandi,Wheat,1694.17,2070.65,1882.41,493
2025-12-05,Punjab,Punjab Mandi,Wheat,2026.65,2477.01,2251.83,494
2025-12-06,Punjab,Punjab Mandi,Wheat,2075.45,2536.67,2306.06,65
2025-12-07,Punjab,Punjab Mandi,Wheat,1993.64,2436.67,2215.16,386
2025-12-08,Punjab,Punjab Mandi,Wheat,1603.93,1960.36,1782.14,332
2025-12-09,Punjab,Punjab Mandi,Wheat,1685.91,2060.56,1873.23,227
2025-12-10,Punjab,Punjab Mandi,Wheat,1818.29,2222.35,2020.32,143
2025-12-11,Punjab,Punjab Mandi,Wheat,1726.55,2110.23,1918.39,362
2025-12-12,Punjab,Punjab Mandi,Wheat,1985.47,2426.69,2206.08,237
2025-12-13,Punjab,Punjab Mandi,Wheat,2140.2,2615.8,2378.0,130
2025-12-14,Punjab,Punjab Mandi,Wheat,1694.6,2071.18,1882.89,324
2025-12-15,Punjab,Punjab Mandi,Wheat,1977.91,2417.45,2197.68,200
2025-12-16,Punjab,Punjab Mandi,Wheat,1627.07,1988.64,1807.85,463
2025-12-17,Punjab,Punjab Mandi,Wheat,1891.58,2311.93,2101.75,87
2025-12-18,Punjab,Punjab Mandi,Wheat,1835.62,2243.53,2039.57,418
2025-12-19,Punjab,Punjab Mandi,Wheat,2045.27,2499.77,2272.52,410
2025-12-20,Punjab,Punjab Mandi,Wheat,1804.16,2205.09,2004.62,76
2025-12-21,Punjab,Punjab Mandi,Wheat,2086.95,2550.71,2318.83,211
2025-12-22,Punjab,Punjab Mandi,Wheat,2043.05,2497.06,2270.05,255
2025-12-23,Punjab,Punjab Mandi,Wheat,1905.12,2328.48,2116.8,233
2025-12-24,Punjab,Punjab Mandi,Wheat,1831.47,2238.46,2034.96,296
2025-12-25,Punjab,Punjab Mandi,Wheat,1648.92,2015.34,1832.13,374
2025-12-26,Punjab,Punjab Mandi,Wheat,1745.21,2133.04,1939.13,130
2025-12-27,Punjab,Punjab Mandi,Wheat,1777.13,2172.05,1974.59,208
2025-12-28,Punjab,Punjab Mandi,Wheat,2144.35,2620.87,2382.61,193
2025-12-29,Punjab,Punjab Mandi,Wheat,2161.61,2641.97,2401.79,288
2025-12-30,Punjab,Punjab Mandi,Wheat,2165.96,2647.28,2406.62,93
2025-12-31,Punjab,Punjab Mandi,Wheat,1829.69,2236.28,2032.99,487
2026-01-01,Punjab,Punjab Mandi,Wheat,1758.94,2149.82,1954.38,123
2026-01-02,Punjab,Punjab Mandi,Wheat,1894.07,2314.98,2104.53,456
2026-01-03,Punjab,Punjab Mandi,Wheat,2042.43,2496.31,2269.37,500
2026-01-04,Punjab,Punjab Mandi,Wheat,1694.33,2070.85,1882.59,487
2026-01-05,Punjab,Punjab Mandi,Wheat,1737.01,2123.02,1930.02,136
2026-01-06,Punjab,Punjab Mandi,Wheat,1871.98,2287.98,2079.98,382
2026-01-07,Punjab,Punjab Mandi,Wheat,1833.8,2241.31,2037.55,246
2026-01-08,Punjab,Punjab Mandi,Wheat,1973.48,2412.03,2192.75,485
2026-01-09,Punjab,Punjab Mandi,Wheat,1973.39,2411.92,2192.66,495
2026-01-10,Punjab,Punjab Mandi,Wheat,2085.09,2548.44,2316.76,500
2026-01-11,Punjab,Punjab Mandi,Wheat,1744.87,2132.61,1938.74,270
2026-01-12,Punjab,Punjab Mandi,Wheat,2142.08,2618.1,2380.09,264
2026-01-13,Punjab,Punjab Mandi,Wheat,1767.75,2160.58,1964.16,121
2026-01-14,Punjab,Punjab Mandi,Wheat,1967.86,2405.17,2186.52,83
2026-01-15,Punjab,Punjab Mandi,Wheat,2162.31,2642.83,2402.57,341
2026-01-16,Punjab,Punjab Mandi,Wheat,1992.33,2435.06,2213.69,249
2026-01-17,Punjab,Punjab Mandi,Wheat,1672.92,2044.68,1858.8,497
2026-01-18,Punjab,Punjab Mandi,Wheat,1825.04,2230.6,2027.82,390
2026-01-19,Punjab,Punjab Mandi,Wheat,1758.04,2148.71,1953.37,427
2026-01-20,Punjab,Punjab Mandi,Wheat,1951.8,2385.54,2168.67,113
2026-01-21,Punjab,Punjab Mandi,Wheat,1686.81,2061.66,1874.23,233
2026-01-22,Punjab,Punjab Mandi,Wheat,2024.22,2474.05,2249.13,442
2026-01-23,Punjab,Punjab Mandi,Wheat,1996.19,2439.78,2217.98,63
2026-01-24,Punjab,Punjab Mandi,Wheat,2200.23,2689.16,2444.69,327
2026-01-25,Punjab,Punjab Mandi,Wheat,1966.39,2403.37,2184.88,183
2026-01-26,Punjab,Punjab Mandi,Wheat,1863.78,2277.95,2070.87,333
2026-01-27,Punjab,Punjab Mandi,Wheat,1893.86,2314.71,2104.28,122
2026-01-28,Punjab,Punjab Mandi,Wheat,1816.27,2219.88,2018.07,326
2026-01-29,Punjab,Punjab Mandi,Wheat,1700.04,2077.83,1888.93,140
2026-01-30,Punjab,Punjab Mandi,Wheat,2061.56,2519.69,2290.63,115
2025-11-02,Haryana,Haryana Mandi,Wheat,1741.66,2128.7,1935.18,344
2025-11-03,Haryana,Haryana Mandi,Wheat,1651.94,2019.04,1835.49,236
2025-11-04,Haryana,Haryana Mandi,Wheat,1550.84,1895.47,1723.15,230
2025-11-05,Haryana,Haryana Mandi,Wheat,1560.47,1907.24,1733.85,65
2025-11-06,Haryana,Haryana Mandi,Wheat,1623.33,1984.06,1803.69,197
2025-11-07,Haryana,Haryana Mandi,Wheat,2062.05,2520.29,2291.17,73
2025-11-08,Haryana,Haryana Mandi,Wheat,1882.06,2300.3,2091.18,500
2025-11-09,Haryana,Haryana Mandi,Wheat,1665.03,2035.04,1850.03,210
2025-11-10,Haryana,Haryana Mandi,Wheat,1646.98,2012.97,1829.98,352
2025-11-11,Haryana,Haryana Mandi,Wheat,1582.55,1934.23,1758.39,370
2025-11-12,Haryana,Haryana Mandi,Wheat,1562.75,1910.02,1736.38,385
2025-11-13,Haryana,Haryana Mandi,Wheat,1881.3,2299.36,2090.33,246
2025-11-14,Haryana,Haryana Mandi,Wheat,1676.88,2049.52,1863.2,91
2025-11-15,Haryana,Haryana Mandi,Wheat,1577.86,1928.5,1753.18,468
2025-11-16,Haryana,Haryana Mandi,Wheat,1948.21,2381.15,2164.68,161
2025-11-17,Haryana,Haryana Mandi,Wheat,1755.79,2145.97,1950.88,271
2025-11-18,Haryana,Haryana Mandi,Wheat,1834.7,2242.41,2038.55,385
2025-11-19,Haryana,Haryana Mandi,Wheat,2026.51,2476.85,2251.68,296
2025-11-20,Haryana,Haryana Mandi,Wheat,1966.13,2403.05,2184.59,489
2025-11-21,Haryana,Haryana Mandi,Wheat,1959.44,2394.87,2177.16,426
2025-11-22,Haryana,Haryana Mandi,Wheat,1762.94,2154.7,1958.82,452
2025-11-23,Haryana,Haryana Mandi,Wheat,2081.53,2544.09,2312.81,87
2025-11-24,Haryana,Haryana Mandi,Wheat,1579.63,1930.66,1755.15,367
2025-11-25,Haryana,Haryana Mandi,Wheat,1997.21,2441.03,2219.12,50
2025-11-26,Haryana,Haryana Mandi,Wheat,1634.13,1997.27,1815.7,422
2025-11-27,Haryana,Haryana Mandi,Wheat,1624.72,1985.77,1805.25,362
2025-11-28,Haryana,Haryana Mandi,Wheat,1828.3,2234.59,2031.44,338
2025-11-29,Haryana,Haryana Mandi,Wheat,1800.05,2200.06,2000.05,339
2025-11-30,Haryana,Haryana Mandi,Wheat,1709.98,2089.97,1899.97,203
2025-12-01,Haryana,Haryana Mandi,Wheat,1663.07,2032.64,1847.85,229
2025-12-02,Haryana,Haryana Mandi,Wheat,1942.77,2374.5,2158.63,387
2025-12-03,Haryana,Haryana Mandi,Wheat,1954.91,2389.34,2172.13,413
2025-12-04,Haryana,Haryana Mandi,Wheat,2118.5,2589.28,2353.89,100
2025-12-05,Haryana,Haryana Mandi,Wheat,1663.42,2033.06,1848.24,240
2025-12-06,Haryana,Haryana Mandi,Wheat,1808.13,2209.94,2009.04,112
2025-12-07,Haryana,Haryana Mandi,Wheat,1991.38,2433.91,2212.64,105
2025-12-08,Haryana,Haryana Mandi,Wheat,1640.66,2005.25,1822.95,368
2025-12-09,Haryana,Haryana Mandi,Wheat,2111.09,2580.22,2345.66,461
2025-12-10,Haryana,Haryana Mandi,Wheat,1603.32,1959.62,1781.47,167
2025-12-11,Haryana,Haryana Mandi,Wheat,1815.52,2218.97,2017.25,301
2025-12-12,Haryana,Haryana Mandi,Wheat,1941.77,2373.27,2157.52,273
2025-12-13,Haryana,Haryana Mandi,Wheat,2060.93,2518.91,2289.92,163
2025-12-14,Haryana,Haryana Mandi,Wheat,1777.93,2173.03,1975.48,470
2025-12-15,Haryana,Haryana Mandi,Wheat,1807.87,2209.62,2008.75,313
2025-12-16,Haryana,Haryana Mandi,Wheat,1861.4,2275.04,2068.22,251
2025-12-17,Haryana,Haryana Mandi,Wheat,1807.0,2208.56,2007.78,384
2025-12-18,Haryana,Haryana Mandi,Wheat,2043.22,2497.27,2270.24,351
2025-12-19,Haryana,Haryana Mandi,Wheat,1742.54,2129.77,1936.15,86
2025-12-20,Haryana,Haryana Mandi,Wheat,1970.08,2407.87,2188.97,205
2025-12-21,Haryana,Haryana Mandi,Wheat,1830.97,2237.86,2034.41,129
2025-12-22,Haryana,Haryana Mandi,Wheat,1783.82,2180.22,1982.02,73
2025-12-23,Haryana,Haryana Mandi,Wheat,2110.06,2578.96,2344.51,337
2025-12-24,Haryana,Haryana Mandi,Wheat,2161.89,2642.31,2402.1,210
2025-12-25,Haryana,Haryana Mandi,Wheat,1972.08,2410.32,2191.2,326
2025-12-26,Haryana,Haryana Mandi,Wheat,1916.08,2341.88,2128.98,160
2025-12-27,Haryana,Haryana Mandi,Wheat,2147.02,2624.13,2385.58,57
2025-12-28,Haryana,Haryana Mandi,Wheat,1952.62,2386.53,2169.58,418
2025-12-29,Haryana,Haryana Mandi,Wheat,1949.93,2383.24,2166.59,321
2025-12-30,Haryana,Haryana Mandi,Wheat,2076.38,2537.8,2307.09,377
2025-12-31,Haryana,Haryana Mandi,Wheat,1881.32,2299.39,2090.36,395
2026-01-01,Haryana,Haryana Mandi,Wheat,1760.14,2151.28,1955.71,394
2026-01-02,Haryana,Haryana Mandi,Wheat,1805.24,2206.4,2005.82,319
2026-01-03,Haryana,Haryana Mandi,Wheat,1866.79,2281.63,2074.21,344
2026-01-04,Haryana,Haryana Mandi,Wheat,1776.99,2171.88,1974.44,108
2026-01-05,Haryana,Haryana Mandi,Wheat,2124.08,2596.09,2360.08,497
2026-01-06,Haryana,Haryana Mandi,Wheat,2147.16,2624.3,2385.73,439
2026-01-07,Haryana,Haryana Mandi,Wheat,1813.72,2216.76,2015.24,450
2026-01-08,Haryana,Haryana Mandi,Wheat,1759.46,2150.45,1954.96,347
2026-01-09,Haryana,Haryana Mandi,Wheat,1793.84,2192.47,1993.16,121
2026-01-10,Haryana,Haryana Mandi,Wheat,2155.77,2634.83,2395.3,253
2026-01-11,Haryana,Haryana Mandi,Wheat,1672.79,2044.52,1858.65,258
2026-01-12,Haryana,Haryana Mandi,Wheat,2016.42,2464.51,2240.47,479
2026-01-13,Haryana,Haryana Mandi,Wheat,1891.9,2312.32,2102.11,79
